defect,column,layer,subsystem,domain_status,domain_mechanism,direction_hypothesis,delta_pure,p_fdr_pure,flag_univariate,flag_nonlinear,flag_rf,flag_machine_controlled,flag_shap,shap_mean_abs,n_methods_agree,temporal_status,tier
Remain_Coat,Top_Kerf,Response,response,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",unknown,-0.1878,2.853e-81,False,False,False,False,False,,0,미검사,insufficient_evidence
Remain_Coat,Kerf_Angle,Response,response,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",unknown,-0.1258,2.068e-37,False,False,False,False,False,,0,미검사,insufficient_evidence
Remain_Coat,Groove_Depth,Response,response,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",unknown,0.1336,5.362e-42,False,False,False,False,False,,0,미검사,insufficient_evidence
Remain_Coat,Package_Size_1,Response,response,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",unknown,0.0948,6.283e-22,False,False,False,False,False,,0,미검사,insufficient_evidence
Remain_Coat,Package_Size_2,Response,response,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",unknown,0.0938,1.726e-21,False,False,False,False,False,,0,미검사,insufficient_evidence
Remain_Coat,Package_Size_3,Response,response,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",unknown,-0.0904,4.005e-20,False,False,False,False,False,,0,미검사,insufficient_evidence
Remain_Coat,Package_Size_4,Response,response,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",unknown,-0.095,5.577e-22,False,False,False,False,False,,0,미검사,insufficient_evidence
Remain_Coat,Cooling_Thermal_Load,FDC,engineered,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",unknown,-0.0677,7.299e-12,False,False,False,False,False,0.08149,0,미검사,insufficient_evidence
Remain_Coat,Laser_Cleaning_Demand,Response,engineered,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",unknown,0.1741,3.523e-70,False,False,False,False,False,,0,미검사,insufficient_evidence
Remain_Coat,Package_Size_Asymmetry,Other,engineered,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",unknown,-0.0916,1.353e-20,False,False,False,False,False,,0,미검사,insufficient_evidence
