defect,column,layer,subsystem,domain_status,domain_mechanism,direction_hypothesis,delta_pure,p_fdr_pure,flag_univariate,flag_nonlinear,flag_rf,flag_machine_controlled,flag_shap,shap_mean_abs,n_methods_agree,temporal_status,tier
Chipping,Process_Time,FDC,fdc_motion,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",unknown,0.0046,5.210e-01,False,False,False,False,True,0.08965,1,판단보류,insufficient_evidence
Chipping,CLN_Flow,FDC,fdc_cleaning,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",unknown,0.1247,2.374e-120,False,False,False,False,True,0.1189,1,판단보류,insufficient_evidence
Chipping,Kerf_Angle,Response,response,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",unknown,0.7702,0.000e+00,True,True,False,False,False,,1,선행신호 유지,insufficient_evidence
Chipping,Package_Size_1,Response,response,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",unknown,-0.568,0.000e+00,True,True,False,False,False,,1,선행신호 유지,insufficient_evidence
Chipping,Package_Size_2,Response,response,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",unknown,-0.499,0.000e+00,True,True,False,False,False,,1,선행신호 유지,insufficient_evidence
Chipping,Package_Size_3,Response,response,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",unknown,0.4979,0.000e+00,True,True,False,False,False,,1,선행신호 유지,insufficient_evidence
Chipping,Package_Size_4,Response,response,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",unknown,0.5656,0.000e+00,True,True,False,False,False,,1,선행신호 유지,insufficient_evidence
Chipping,Cooling_Thermal_Load,FDC,engineered,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",unknown,0.3145,0.000e+00,True,False,False,False,False,0.06954,1,선행신호 유지,insufficient_evidence
Chipping,Cleaning_Load_Ratio,Response,engineered,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",unknown,-0.4607,0.000e+00,True,False,False,False,False,,1,선행신호 유지,insufficient_evidence
Chipping,Laser_Current,FDC,fdc_laser,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",unknown,0.0081,1.923e-01,False,False,False,False,False,0.07378,0,미검사,insufficient_evidence
Chipping,Laser_Voltage,FDC,fdc_laser,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",unknown,0.0014,8.803e-01,False,False,False,False,False,0.06412,0,미검사,insufficient_evidence
Chipping,Beam_Diameter,FDC,fdc_laser,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",unknown,0.0047,5.210e-01,False,False,False,False,False,0.07623,0,미검사,insufficient_evidence
Chipping,Feed_Speed,FDC,fdc_motion,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",unknown,0.0024,8.520e-01,False,False,False,False,False,0.07033,0,미검사,insufficient_evidence
Chipping,Cutting_X_Index,FDC,fdc_motion,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",unknown,-0.0012,8.902e-01,False,False,False,False,False,0.07936,0,미검사,insufficient_evidence
Chipping,Cutting_Y_Index,FDC,fdc_motion,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",unknown,-0.0087,1.698e-01,False,False,False,False,False,0.07602,0,미검사,insufficient_evidence
Chipping,Cooling_Water_Temp,FDC,fdc_thermal,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",unknown,-0.0014,8.803e-01,False,False,False,False,False,0.06112,0,미검사,insufficient_evidence
Chipping,CLN_Pressure,FDC,fdc_cleaning,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",unknown,0.0059,3.915e-01,False,False,False,False,False,0.07815,0,미검사,insufficient_evidence
Chipping,CLN_Time,FDC,fdc_cleaning,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",unknown,0.0016,8.803e-01,False,False,False,False,False,0.0676,0,미검사,insufficient_evidence
Chipping,Coating_Flow,FDC,fdc_cleaning,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",unknown,0.0003,9.538e-01,False,False,False,False,False,0.06626,0,미검사,insufficient_evidence
Chipping,Laser_Head_Remain_Time,FDC,fdc_cleaning,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",unknown,-0.0016,8.803e-01,False,False,False,False,False,0.05839,0,미검사,insufficient_evidence
Chipping,Coating_Thickness,Response,response,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",unknown,0.0084,1.830e-01,False,False,False,False,False,,0,미검사,insufficient_evidence
Chipping,Coating_Uniformity,Response,response,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",unknown,0.0019,8.803e-01,False,False,False,False,False,,0,미검사,insufficient_evidence
Chipping,Cleaning_Capacity,FDC,engineered,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",unknown,0.0767,1.592e-46,False,False,False,False,False,0.07942,0,미검사,insufficient_evidence
Chipping,Maintenance_Count,Other,undocumented_env_or_infra,unclassified,"미분류 — 팀 원안에 없던 컬럼, 이번 통합 스캔에서 새로 확인 필요",unknown,-0.0003,9.538e-01,False,False,False,False,False,,0,미검사,insufficient_evidence
